"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77080,61.1,percent,58.0,64.2,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77081,63.1,percent,60.2,66.0,19909,,18890,20928,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77081,63.1,percent,60.6,65.6,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77081,64.2,percent,61.8,66.6,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77081,64.8,percent,62.7,66.9,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77081,63.4,percent,61.2,65.6,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77081,61.3,percent,58.6,64.0,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77081,56.8,percent,54.1,59.5,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77081,55.8,percent,53.2,58.4,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77081,52.9,percent,49.9,55.9,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77082,86.8,percent,84.9,88.7,33581,,32304,34858,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77082,86.9,percent,84.8,89.0,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77082,88.6,percent,86.9,90.3,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77082,88.5,percent,86.6,90.4,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77082,89.1,percent,87.4,90.8,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77082,87.7,percent,85.5,89.9,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77082,88.2,percent,86.2,90.2,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77082,87.8,percent,85.6,90.0,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77082,88.2,percent,86.3,90.1,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77083,80.1,percent,78.4,81.8,39436,,38012,40860,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77083,80.4,percent,78.5,82.3,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77083,80.1,percent,78.3,81.9,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77083,79.3,percent,77.3,81.3,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77083,78.5,percent,76.6,80.4,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77083,76.1,percent,73.7,78.5,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77083,77.1,percent,75.4,78.8,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77083,77.3,percent,75.2,79.4,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77083,77.3,percent,75.3,79.3,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77084,83.2,percent,81.4,85.0,55618,,53635,57601,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77084,84.6,percent,83.0,86.2,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77084,84.8,percent,83.0,86.6,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77084,85.4,percent,84.0,86.8,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77084,84.7,percent,83.2,86.2,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77084,85.4,percent,83.9,86.9,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77084,83.9,percent,82.7,85.1,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77084,84.1,percent,82.8,85.4,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77084,83.1,percent,81.6,84.6,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77085,67.4,percent,63.7,71.1,7433,,6904,7962,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
